scenario_id,component,temp,time,biofuel,catalyst,mass_norm,hidden_pct,CHEM_logp,CHEM_mol_wt,CHEM_rings,COMP_Ca_cnt,COMP_S_cnt,COMP_Zn_cnt,COMP_total_metals,"COMP_Активный Азот / Кислород, % масс. (N или O)_NoMethod",COMP_Кислотное число_ГОСТ 11362,COMP_Массовая доля кальция_ASTM D6481,COMP_Массовая доля серы_ASTM D6481,COMP_Массовая доля фосфора_ASTM D6481,COMP_Массовая доля цинка_ASTM D6481,COMP_Общее содержание азота_ASTM D3228,"COMP_Содержание MgCO3, CaCO3, % масс._NoMethod",COMP_Содержание Азота_NoMethod,COMP_Содержание Бора_NoMethod,"COMP_Содержание воды, % масс._NoMethod","COMP_Содержание масла, % масс._NoMethod",COMP_Содержание масла_NoMethod,"COMP_Содержание металла (Ca/Mg), % масс._NoMethod","COMP_Содержание мыла, % масс._NoMethod",COMP_Содержание насыщ. у/в_NoMethod,"COMP_Содержание серы, % масс._NoMethod","COMP_Содержание серы, мг/кг_NoMethod",COMP_Щелочное число_ASTM D2896,COMP_Щелочное число_ГОСТ 11362,DENS_Плотность при 15°С_ASTM D4052,DENS_Плотность при 20°С_ASTM D4052,"ENER_Потенциал ионизации,эВ_NoMethod","ENER_Химический потенциал, Дж/моль_NoMethod","ENER_Энергия ВЗМО, эВ_NoMethod","ENER_Энергия НСМО, эВ_NoMethod","ENER_Энергия диссоциации связи Х-Н, ккал/моль_NoMethod",OTHER_bio_risk,OTHER_severity_idx,OTHER_Атомное отношение P:Zn_NoMethod,OTHER_Группа по API_NoMethod,OTHER_Деэм.вода_ASTM D1401,OTHER_Деэм.время_ASTM D1401,OTHER_Деэм.масло_ASTM D1401,OTHER_Деэм.эмульсия_ASTM D1401,"OTHER_Дипольный момент, Д_NoMethod",OTHER_Длина углеродной цепи_NoMethod,OTHER_Испаряемость по NOACK_ASTM D5800,"OTHER_Масса гидрофобного хвоста, г/моль_NoMethod",OTHER_Номер CAS / SMILES_NoMethod,OTHER_Номер CAS_NoMethod,OTHER_Определение содержания воды методом Карла Фишера  ASTM D 6304_NoMethod,OTHER_Отношение Мыло/Основание_NoMethod,OTHER_Последовательность 1_ASTM D892,OTHER_Последовательность 2_ASTM D892,OTHER_Последовательность 3_ASTM D892,OTHER_Разветвленность радикала / радикалов_NoMethod,"OTHER_Размер мицелл, нм_NoMethod",OTHER_Степень полисульфидности_NoMethod,"OTHER_Стерический фактор, Å3_NoMethod",OTHER_Структура УВ-радикала_NoMethod,OTHER_Цвет_ASTM D1500,TEMP_Температура застывания_ГОСТ 20287,"TEMP_Температура плавления, °C_NoMethod",VISC_index_ratio,VISC_Динамическая вязкость CCS -15°C_ASTM D5293,VISC_Динамическая вязкость CCS -20°C_ASTM D5293,VISC_Динамическая вязкость CCS -25°C_ASTM D5293,VISC_Динамическая вязкость CCS -30°C_ASTM D5293,VISC_Динамическая вязкость CCS -35°C_ASTM D5293,VISC_Индекс вязкости_ГОСТ 25371,"VISC_Индекс стабильности, %_NoMethod","VISC_Кинематическая вязкость, при 100°C_ASTM D445","VISC_Кинематическая вязкость, при 40°C_ASTM D445",VISC_Кинематическая вязкость_NoMethod,target_visc,target_oxid,target_visc_log
train_1,Дисперсант_9,160,168,0,1,0.04236323926969961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,98.04,4.1956970564823886
train_1,Загуститель_2,160,168,0,1,0.1121676671587355,0.0,8.048000000000007,282.5559999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,25.4,98.04,4.1956970564823886
train_1,Противоизносная_присадка_8,160,168,0,1,0.1227241584857288,0.0,1.9139,290.65999999999997,0.0,0.0,1.0,1.0,9.096,0.0,0.0,0.001,15.0,8.049,9.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.74,0.0,0.0,25.4,98.04,4.1956970564823886
train_2,Антиоксидант_14,160,168,0,1,0.1152216609705931,0.0,4.092800000000003,292.419,1.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,-2.56,-5.15,-0.34,372.38,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,36878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06,0.0,0.0,20.5,112.37,4.119037174812473
train_2,Антиоксидант_15,160,168,0,1,0.1152216609705931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,112.37,4.119037174812473
train_2,Антипенная_присадка_3,160,168,0,1,0.00479419555175918,0.0,3.391200000000002,236.53599999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,112.37,4.119037174812473
train_2,Базовое_масло_10,160,168,0,1,0.07211594481441007,0.0,8.048000000000007,282.5559999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,4.7422897043414745,0.0,0.0,0.0,2579.0,0.0,113.0,0.0,4.54,21.53,0.0,20.5,112.37,4.119037174812473
train_2,Базовое_масло_17,160,168,0,1,0.10124269488795176,0.0,8.048000000000007,282.5559999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,64742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73.0,0.0,2.6758602235446736,13.0,25.0,50.0,99.0,200.0,0.0,0.0,1.45,3.88,0.0,20.5,112.37,4.119037174812473
train_2,Базовое_масло_2,160,168,0,1,0.03702017502232884,0.0,8.048000000000007,282.5559999999999,0.0,0.0,0.0,0.0,0.0010299999999999999,0.0,0.0,0.00089,0.02478,0.00054,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,1.0,38.0,30.0,42.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.111109979424078,1224.0,2308.0,4797.0,10565.0,0.0,96.0,0.0,5.4,33.0,0.0,20.5,112.37,4.119037174812473
train_2,Базовое_масло_7,160,168,0,1,0.11942123692873644,0.0,8.048000000000007,282.5559999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,1.0,39.0,40.0,41.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,8.68843590059573,6022.0,12857.0,25800.0,0.0,0.0,89.0,0.0,9.34,81.15,0.0,20.5,112.37,4.119037174812473
train_2,Депрессорная_присадка_2,160,168,0,1,0.02051017159878132,0.0,5.026600000000005,254.4139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,20.5,112.37,4.119037174812473
train_2,Детергент_1,160,168,0,1,0.1127939312762545,0.0,16.89009999999997,929.5249999999988,2.0,1.0,2.0,0.0,0.0,0.0,11.2,11.2,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.3,38.0,0.0,15.54,23.0,0.0,1.6,0.0,405.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.6571428571,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.5,0.0,0.0,20.5,112.37,4.119037174812473
train_2,Детергент_4,160,168,0,1,0.0323509096478142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,112.37,4.119037174812473
train_2,Дисперсант_9,160,168,0,1,0.04114887712992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,112.37,4.119037174812473
train_2,Загуститель_2,160,168,0,1,0.10895232832598493,0.0,8.048000000000007,282.5559999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,20.5,112.37,4.119037174812473
train_2,Противоизносная_присадка_8,160,168,0,1,0.11920621287367131,0.0,1.9139,290.65999999999997,0.0,0.0,1.0,1.0,9.096,0.0,0.0,0.001,15.0,8.049,9.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.74,0.0,0.0,20.5,112.37,4.119037174812473
train_3,Антиоксидант_1,160,168,0,1,0.02596430933929552,0.0,5.899200000000007,362.5540000000001,1.0,0.0,0.0,0.0,0.0,4.102564103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,-2.75,-5.58,0.035,355.19,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,125643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.4,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,-20.3,36.33,3.0301337002713233
train_3,Антиоксидант_3,160,168,0,1,0.022548833248393692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.3,36.33,3.0301337002713233
train_3,Антипенная_присадка_1,160,168,0,1,0.006069085075151014,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.3,36.33,3.0301337002713233
train_3,Базовое_масло_1,160,168,0,1,0.08065298550007123,0.0,8.048000000000007,282.5559999999999,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0002,7e-05,2e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,5.030700651162139,535.0,842.0,1398.0,2472.0,0.0,113.0,0.0,4.56,22.94,0.0,-20.3,36.33,3.0301337002713233
train_3,Базовое_масло_1,160,168,0,1,0.022522981470323646,0.0,8.048000000000007,282.5559999999999,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0002,7e-05,2e-05,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26.88,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,5.030700651162139,535.0,842.0,1398.0,2472.0,0.0,113.0,0.0,4.56,22.94,0.0,-20.3,36.33,3.0301337002713233
